OFFENCE_GROUP_CODE,SUB_CODE,OGRS3_WEIGHTING,SNSV_STATIC_WEIGHTING,SNSV_DYNAMIC_WEIGHTING,SNSV_VATP_STATIC_WEIGHTING,SNSV_VATP_DYNAMIC_WEIGHTING,OPD_VIOL_SEX
017,12,0.0328,-0.045522889,-0.21117235,0,0,Y
017,13,0.0328,-0.045522889,-0.21117235,0,0,Y
017,14,-0.6534,-0.442179128,-0.40700568,0,0,Y
017,15,0.0328,-0.045522889,-0.21117235,0,0,Y
017,16,-0.6534,-0.442179128,-0.40700568,0,0,Y
018,00,0.0328,-0.045522889,-0.21117235,0,0,Y
018,02,0.0328,-0.045522889,-0.21117235,0,0,Y
018,03,-0.6534,-0.442179128,-0.40700568,0,0,Y
018,04,-0.6534,-0.442179128,-0.40700568,0,0,Y
018,05,0.0328,-0.045522889,-0.21117235,0,0,Y
018,06,0.0328,-0.045522889,-0.21117235,0,0,Y
018,07,-0.6534,-0.442179128,-0.40700568,0,0,Y
018,08,-0.6534,-0.442179128,-0.40700568,0,0,Y
018,09,0.0328,-0.045522889,-0.21117235,0,0,Y
018,10,0.0328,-0.045522889,-0.21117235,0,0,Y
018,11,-0.6534,-0.442179128,-0.40700568,0,0,Y
019,00,0.0328,-0.045522889,-0.21117235,0,0,Y
019,02,0.0328,-0.045522889,-0.21117235,0,0,Y
019,03,0.0328,-0.045522889,-0.21117235,0,0,Y
019,04,0.0328,-0.045522889,-0.21117235,0,0,Y
019,07,-0.6534,-0.442179128,-0.40700568,0,0,Y
019,08,0.0328,-0.045522889,-0.21117235,0,0,Y
019,09,-0.6534,-0.442179128,-0.40700568,0,0,Y
019,10,0.0328,-0.045522889,-0.21117235,0,0,Y
019,11,-0.6534,-0.442179128,-0.40700568,0,0,Y
019,12,0.0328,-0.045522889,-0.21117235,0,0,Y
019,13,-0.6534,-0.442179128,-0.40700568,0,0,Y
019,14,0.0328,-0.045522889,-0.21117235,0,0,Y
019,16,-0.6534,-0.442179128,-0.40700568,0,0,Y
019,17,-0.6534,-0.442179128,-0.40700568,0,0,Y
019,18,-0.6534,-0.442179128,-0.40700568,0,0,Y
019,19,-0.6534,-0.442179128,-0.40700568,0,0,Y
020,00,0.0328,-0.045522889,-0.21117235,0,0,Y
020,01,-0.6534,-0.442179128,-0.40700568,0,0,Y
020,02,0.0328,-0.045522889,-0.21117235,0,0,Y
020,03,0.0328,-0.045522889,-0.21117235,0,0,Y
020,04,-0.6534,-0.442179128,-0.40700568,0,0,Y
020,05,0.0328,-0.045522889,-0.21117235,0,0,Y
020,06,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,00,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,01,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,02,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,03,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,04,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,05,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,06,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,07,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,08,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,09,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,10,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,11,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,12,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,13,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,14,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,15,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,16,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,17,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,18,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,19,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,20,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,21,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,22,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,23,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,24,-0.6534,-0.442179128,-0.40700568,0,0,Y
021,25,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,00,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,01,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,02,0.0328,-0.045522889,-0.21117235,0,0,Y
022,03,0.0328,-0.045522889,-0.21117235,0,0,Y
022,04,0.0328,-0.045522889,-0.21117235,0,0,Y
022,05,0.0328,-0.045522889,-0.21117235,0,0,Y
022,06,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,07,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,08,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,09,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,10,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,11,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,12,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,13,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,14,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,15,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,16,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,17,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,18,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,19,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,20,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,21,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,22,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,23,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,24,-0.6534,-0.442179128,-0.40700568,0,0,Y
022,25,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,00,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,01,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,02,0.0328,-0.045522889,-0.21117235,0,0,Y
023,03,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,04,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,05,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,06,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,07,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,08,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,09,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,10,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,11,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,12,0.0328,-0.045522889,-0.21117235,0,0,Y
023,13,0.0328,-0.045522889,-0.21117235,0,0,Y
023,14,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,15,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,16,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,17,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,18,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,19,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,20,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,21,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,22,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,23,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,24,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,25,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,26,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,27,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,28,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,29,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,30,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,31,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,32,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,33,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,34,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,35,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,36,-0.6534,-0.442179128,-0.40700568,0,0,Y
023,37,-0.6534,-0.442179128,-0.40700568,0,0,Y
024,00,0.7606,-0.215779995,0.123617391,0,0,N
024,01,0.7606,-0.215779995,0.123617391,0,0,N
024,02,0.7606,-0.215779995,0.123617391,0,0,N
024,03,0.7606,-0.215779995,0.123617391,0,0,N
024,04,0.7606,-0.442179128,-0.40700568,0,0,N
024,05,0.7606,-0.215779995,0.123617391,0,0,N
024,06,0.7606,-0.215779995,0.123617391,0,0,N
024,07,0.7606,-0.215779995,0.123617391,0,0,N
024,10,0.7606,-0.215779995,0.123617391,0,0,N
024,11,0.7606,-0.215779995,0.123617391,0,0,N
024,12,0.7606,-0.215779995,0.123617391,0,0,N
024,13,0.7606,-0.215779995,0.123617391,0,0,N
024,14,0.7606,-0.215779995,0.123617391,0,0,N
024,15,0.7606,-0.215779995,0.123617391,0,0,N
024,16,0.7606,-0.215779995,0.123617391,0,0,N
024,17,0.7606,-0.215779995,0.123617391,0,0,N
024,18,0.7606,-0.215779995,0.123617391,0,0,N
024,19,0.7606,-0.215779995,0.123617391,0,0,N
025,00,0.0328,-0.045522889,-0.21117235,0,0,Y
025,01,0.0328,-0.045522889,-0.21117235,0,0,Y
025,02,0.0328,-0.045522889,-0.21117235,0,0,Y
025,03,-0.6534,-0.442179128,-0.40700568,0,0,Y
025,04,-0.6534,-0.442179128,-0.40700568,0,0,Y
025,05,0.0328,-0.045522889,-0.21117235,0,0,Y
026,00,-0.0607,-0.215779995,0.123617391,0,0,N
027,00,0.7606,-0.215779995,0.123617391,0,0,N
028,00,-0.1239,0.151649693,-0.226808217,0,0,N
028,01,-0.1239,0.151649693,-0.226808217,0,0,N
028,02,-0.1239,0.151649693,-0.226808217,0,0,N
028,03,-0.1239,0.151649693,-0.226808217,0,0,N
029,00,0,0.326858081,0.194487132,0,0,Y
030,00,0.2406,-0.194200416,-0.22599054,0,0,N
030,01,0.2406,-0.194200416,-0.22599054,0,0,N
030,02,0.2406,-0.194200416,-0.22599054,0,0,N
031,00,0,0.326858081,0.194487132,0,0,Y
032,00,0,0.326858081,0.194487132,0,0,Y
033,00,0.2406,-0.194200416,-0.22599054,0,0,N
034,00,-0.6348,0.326858081,0.194487132,0,0,N
034,01,-0.6348,0.326858081,0.194487132,0,0,N
034,02,-0.6348,0.326858081,0.194487132,0,0,N
034,03,-0.6348,0.326858081,0.194487132,0,0,N
035,00,0,0.019270382,-0.006538498,0.238802611,0.204895024,Y
036,00,0,0.019270382,-0.006538498,0.238802611,0.204895024,Y
036,01,0,0.019270382,-0.006538498,0.238802611,0.204895024,Y
036,02,0,0.019270382,-0.006538498,0.238802611,0.204895024,Y
036,03,0,0.019270382,-0.006538498,0.238802611,0.204895024,Y
036,04,0,0.019270382,-0.006538498,0.238802611,0.204895024,Y
036,08,0,0.019270382,-0.006538498,0.238802611,0.204895024,N
036,12,0,0.019270382,-0.006538498,0.238802611,0.204895024,N
037,00,0.3801,0.226781313,0.26444584,0,0,N
037,01,0.3801,0.019270382,-0.006538498,0.238802611,0.204895024,N
037,02,0.3801,0.226781313,0.26444584,0,0,N
038,00,0.6612,-0.136811424,-0.210828726,0,0,N
038,01,0.6612,-0.136811424,-0.210828726,0,0,N
038,02,0.6612,-0.136811424,-0.210828726,0,0,N
038,03,0.6612,-0.136811424,-0.210828726,0,0,N
038,04,0.6612,-0.136811424,-0.210828726,0,0,N
038,05,0.6612,-0.136811424,-0.210828726,0,0,N
038,06,0.6612,-0.136811424,-0.210828726,0,0,N
038,07,0.6612,-0.136811424,-0.210828726,0,0,N
038,08,0.6612,-0.136811424,-0.210828726,0,0,N
038,09,0.6612,-0.136811424,-0.210828726,0,0,N
039,00,0.6612,0.020240798,0.018761194,0,0,N
040,00,0.6612,0.020240798,0.018761194,0,0,N
041,00,0.6612,-0.136811424,-0.210828726,0,0,N
042,00,0.6612,0.020240798,0.018761194,0,0,N
043,00,0.6612,0.020240798,0.018761194,0,0,N
044,00,0.6612,0.226781313,0.26444584,0,0,N
045,00,0.4272,0.226781313,0.26444584,0,0,N
045,10,0.4272,0.226781313,0.26444584,0,0,N
045,11,0.4272,0.226781313,0.26444584,0,0,N
046,00,0.6612,0.020240798,0.018761194,0,0,N
047,00,0.6612,0.020240798,0.018761194,0,0,N
048,00,0.3801,0.226781313,0.26444584,0,0,N
048,01,0.3801,0.226781313,0.26444584,0,0,N
049,00,0.6612,0.020240798,0.018761194,0,0,N
049,10,0.6612,0.020240798,0.018761194,0,0,N
049,11,0.6612,0.020240798,0.018761194,0,0,N
049,12,0.6612,0.020240798,0.018761194,0,0,N
050,00,0.1599,-0.136811424,-0.210828726,0,0,N
051,00,0.1599,-0.136811424,-0.210828726,0,0,N
051,01,0.1599,-0.136811424,-0.210828726,0,0,N
051,02,0.1599,-0.136811424,-0.210828726,0,0,N
051,03,0.1599,-0.136811424,-0.210828726,0,0,N
051,04,0.1599,-0.136811424,-0.210828726,0,0,N
051,05,0.1599,-0.136811424,-0.210828726,0,0,N
051,06,0.1599,-0.136811424,-0.210828726,0,0,N
052,00,0.1599,-0.136811424,-0.210828726,0,0,N
052,01,0.1599,-0.136811424,-0.210828726,0,0,N
052,02,0.1599,-0.136811424,-0.210828726,0,0,N
052,03,0.1599,-0.136811424,-0.210828726,0,0,N
052,04,0.1599,-0.136811424,-0.210828726,0,0,N
052,05,0.1599,-0.136811424,-0.210828726,0,0,N
052,06,0.1599,-0.136811424,-0.210828726,0,0,N
052,07,0.1599,-0.136811424,-0.210828726,0,0,N
052,08,0.1599,-0.136811424,-0.210828726,0,0,N
052,09,0.1599,-0.136811424,-0.210828726,0,0,N
052,10,0.1599,-0.136811424,-0.210828726,0,0,N
053,00,0.1599,-0.136811424,-0.210828726,0,0,N
053,01,0.1599,-0.136811424,-0.210828726,0,0,N
053,02,0.1599,-0.136811424,-0.210828726,0,0,N
053,04,0.1599,-0.136811424,-0.210828726,0,0,N
053,05,0.1599,-0.136811424,-0.210828726,0,0,N
053,06,0.1599,-0.136811424,-0.210828726,0,0,N
053,08,0.1599,-0.136811424,-0.210828726,0,0,N
053,10,0.1599,-0.136811424,-0.210828726,0,0,N
053,11,0.1599,-0.136811424,-0.210828726,0,0,N
053,13,0.1599,-0.136811424,-0.210828726,0,0,N
053,14,0.1599,-0.136811424,-0.210828726,0,0,N
053,15,0.1599,-0.136811424,-0.210828726,0,0,N
053,16,0.1599,-0.136811424,-0.210828726,0,0,N
053,20,0.1599,-0.136811424,-0.210828726,0,0,N
053,21,0.1599,-0.136811424,-0.210828726,0,0,N
053,22,0.1599,-0.136811424,-0.210828726,0,0,N
053,23,0.1599,-0.136811424,-0.210828726,0,0,N
053,24,0.1599,-0.136811424,-0.210828726,0,0,N
053,25,0.1599,-0.136811424,-0.210828726,0,0,N
053,26,0.1599,-0.136811424,-0.210828726,0,0,N
053,27,0.1599,-0.136811424,-0.210828726,0,0,N
053,28,0.1599,-0.136811424,-0.210828726,0,0,N
053,29,0.1599,-0.136811424,-0.210828726,0,0,N
053,30,0.1599,-0.136811424,-0.210828726,0,0,N
053,31,0.1599,-0.136811424,-0.210828726,0,0,N
053,32,0.1599,-0.136811424,-0.210828726,0,0,N
053,33,0.1599,-0.016912802,-0.067383107,0,0,N
053,34,0.1599,-0.136811424,-0.210828726,0,0,N
